Timestamp,Status,Eye_Aspect_Ratio,Mouth_Aspect_Ratio,Blink_Count,Yawn_Count
2024-11-27 19:51:43,Active,0.327,0.388,0,0
2024-11-27 19:51:43,Active,0.323,0.371,0,0
2024-11-27 19:51:43,Active,0.323,0.404,0,0
2024-11-27 19:51:43,Active,0.314,0.379,0,0
2024-11-27 19:51:43,Active,0.243,0.396,0,0
2024-11-27 19:51:43,Active,0.275,0.382,0,0
2024-11-27 19:51:44,Active,0.284,0.374,0,0
2024-11-27 19:51:44,Active,0.295,0.378,0,0
2024-11-27 19:51:44,Active,0.270,0.384,0,0
2024-11-27 19:51:44,Active,0.291,0.401,0,0
2024-11-27 19:51:44,Active,0.302,0.383,0,0
2024-11-27 19:51:44,Active,0.268,0.371,0,0
2024-11-27 19:51:44,Active,0.311,0.369,0,0
2024-11-27 19:51:44,Active,0.325,0.387,0,0
2024-11-27 19:51:44,Active,0.336,0.373,0,0
2024-11-27 19:51:44,Active,0.342,0.381,0,0
2024-11-27 19:51:45,Active,0.351,0.353,0,0
2024-11-27 19:51:45,Active,0.343,0.370,0,0
2024-11-27 19:51:45,Active,0.349,0.362,0,0
2024-11-27 19:51:45,Active,0.339,0.370,0,0
2024-11-27 19:51:45,Active,0.344,0.395,0,0
2024-11-27 19:51:45,Active,0.335,0.378,0,0
2024-11-27 19:51:45,Active,0.329,0.373,0,0
2024-11-27 19:51:45,Active,0.326,0.380,0,0
2024-11-27 19:51:45,Active,0.340,0.368,0,0
2024-11-27 19:51:45,Active,0.347,0.400,0,0
2024-11-27 19:51:46,Active,0.327,0.358,0,0
2024-11-27 19:51:46,Active,0.344,0.387,0,0
2024-11-27 19:51:46,Active,0.336,0.392,0,0
2024-11-27 19:51:46,Active,0.325,0.387,0,0
2024-11-27 19:51:46,Active,0.321,0.392,0,0
2024-11-27 19:51:46,Active,0.316,0.373,0,0
2024-11-27 19:51:46,Active,0.326,0.380,0,0
2024-11-27 19:51:46,Active,0.100,0.392,0,0
2024-11-27 19:51:46,Active,0.115,0.365,0,0
2024-11-27 19:51:46,Active,0.266,0.373,0,0
2024-11-27 19:51:47,Active,0.111,0.373,0,0
2024-11-27 19:51:47,Active,0.110,0.374,0,0
2024-11-27 19:51:47,SLEEPING !!!,0.155,0.387,0,0
2024-11-27 19:51:47,Active,0.300,0.379,1,0
2024-11-27 19:51:47,Active,0.318,0.393,1,0
2024-11-27 19:51:47,Active,0.327,0.374,1,0
2024-11-27 19:51:47,Active,0.327,0.390,1,0
2024-11-27 19:51:47,Active,0.334,0.391,1,0
2024-11-27 19:51:47,Active,0.347,0.368,1,0
2024-11-27 19:51:47,Active,0.345,0.363,1,0
2024-11-27 19:51:48,Active,0.308,0.380,1,0
