Timestamp,Status,Eye_Aspect_Ratio,Mouth_Aspect_Ratio,Blink_Count,Yawn_Count
2024-11-28 10:41:58,Active,0.137,0.463,0,0
2024-11-28 10:41:59,Active,0.152,0.473,0,0
2024-11-28 10:41:59,SLEEPING !!!,0.160,0.468,0,0
2024-11-28 10:41:59,SLEEPING !!!,0.168,0.463,0,0
2024-11-28 10:41:59,SLEEPING !!!,0.145,0.454,0,0
2024-11-28 10:41:59,SLEEPING !!!,0.140,0.470,0,0
2024-11-28 10:41:59,SLEEPING !!!,0.183,0.473,0,0
2024-11-28 10:41:59,SLEEPING !!!,0.158,0.446,0,0
2024-11-28 10:41:59,SLEEPING !!!,0.167,0.462,0,0
2024-11-28 10:41:59,SLEEPING !!!,0.168,0.454,0,0
2024-11-28 10:41:59,SLEEPING !!!,0.175,0.442,0,0
2024-11-28 10:41:59,SLEEPING !!!,0.165,0.437,0,0
2024-11-28 10:41:59,SLEEPING !!!,0.159,0.453,0,0
2024-11-28 10:41:59,SLEEPING !!!,0.153,0.449,0,0
2024-11-28 10:41:59,SLEEPING !!!,0.167,0.440,0,0
2024-11-28 10:41:59,SLEEPING !!!,0.170,0.443,0,0
2024-11-28 10:41:59,SLEEPING !!!,0.155,0.447,0,0
2024-11-28 10:41:59,SLEEPING !!!,0.181,0.441,0,0
2024-11-28 10:41:59,SLEEPING !!!,0.159,0.442,0,0
2024-11-28 10:41:59,SLEEPING !!!,0.167,0.438,0,1
2024-11-28 10:41:59,SLEEPING !!!,0.158,0.459,0,1
2024-11-28 10:41:59,SLEEPING !!!,0.180,0.444,0,1
2024-11-28 10:41:59,SLEEPING !!!,0.173,0.470,0,1
2024-11-28 10:41:59,SLEEPING !!!,0.160,0.465,0,1
2024-11-28 10:41:59,SLEEPING !!!,0.165,0.461,0,1
2024-11-28 10:41:59,SLEEPING !!!,0.151,0.455,0,1
2024-11-28 10:41:59,SLEEPING !!!,0.157,0.457,0,1
2024-11-28 10:41:59,SLEEPING !!!,0.151,0.457,0,1
2024-11-28 10:41:59,SLEEPING !!!,0.195,0.477,0,1
2024-11-28 10:41:59,SLEEPING !!!,0.177,0.453,0,1
2024-11-28 10:41:59,SLEEPING !!!,0.175,0.465,0,1
2024-11-28 10:42:00,SLEEPING !!!,0.179,0.458,0,1
2024-11-28 10:42:00,SLEEPING !!!,0.192,0.469,0,1
2024-11-28 10:42:00,SLEEPING !!!,0.178,0.473,0,1
2024-11-28 10:42:00,SLEEPING !!!,0.171,0.472,0,1
2024-11-28 10:42:00,SLEEPING !!!,0.194,0.468,0,1
2024-11-28 10:42:00,SLEEPING !!!,0.181,0.470,0,1
2024-11-28 10:42:00,SLEEPING !!!,0.180,0.461,0,1
2024-11-28 10:42:00,SLEEPING !!!,0.200,0.461,0,1
2024-11-28 10:42:00,SLEEPING !!!,0.209,0.459,0,1
2024-11-28 10:42:00,SLEEPING !!!,0.215,0.459,0,1
2024-11-28 10:42:00,SLEEPING !!!,0.247,0.469,0,1
2024-11-28 10:42:00,Mild Yawn,0.263,0.457,1,1
2024-11-28 10:42:00,Mild Yawn,0.283,0.474,1,1
2024-11-28 10:42:00,Mild Yawn,0.334,0.485,1,1
2024-11-28 10:42:00,Mild Yawn,0.323,0.490,1,1
2024-11-28 10:42:00,Mild Yawn,0.355,0.494,1,1
2024-11-28 10:42:00,Mild Yawn,0.327,0.506,1,1
2024-11-28 10:42:00,Mild Yawn,0.334,0.482,1,1
2024-11-28 10:42:00,Mild Yawn,0.296,0.473,1,1
2024-11-28 10:42:00,Mild Yawn,0.297,0.464,1,1
2024-11-28 10:42:00,Mild Yawn,0.268,0.466,1,1
2024-11-28 10:42:00,Mild Yawn,0.218,0.450,1,1
2024-11-28 10:42:00,Mild Yawn,0.207,0.464,1,1
2024-11-28 10:42:00,SLEEPING !!!,0.222,0.475,1,1
2024-11-28 10:42:00,Mild Yawn,0.307,0.451,2,1
2024-11-28 10:42:00,Mild Yawn,0.303,0.452,2,1
2024-11-28 10:42:00,Mild Yawn,0.319,0.454,2,1
2024-11-28 10:42:00,Mild Yawn,0.369,0.413,2,1
2024-11-28 10:42:00,Mild Yawn,0.313,0.446,2,1
2024-11-28 10:42:00,Mild Yawn,0.194,0.482,2,1
2024-11-28 10:42:01,Mild Yawn,0.177,0.466,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.189,0.461,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.219,0.470,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.192,0.465,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.197,0.458,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.165,0.449,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.162,0.440,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.155,0.460,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.167,0.446,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.153,0.464,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.148,0.436,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.149,0.455,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.155,0.459,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.165,0.464,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.175,0.460,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.180,0.472,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.157,0.455,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.172,0.461,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.185,0.459,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.158,0.457,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.157,0.473,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.177,0.454,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.199,0.458,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.150,0.451,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.169,0.460,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.159,0.464,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.163,0.465,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.170,0.459,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.170,0.447,2,1
2024-11-28 10:42:01,SLEEPING !!!,0.165,0.462,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.177,0.463,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.177,0.465,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.177,0.462,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.199,0.473,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.151,0.444,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.153,0.453,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.165,0.443,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.166,0.461,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.188,0.461,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.181,0.454,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.171,0.478,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.152,0.450,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.203,0.455,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.137,0.462,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.143,0.445,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.154,0.471,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.175,0.471,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.187,0.461,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.207,0.451,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.207,0.458,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.225,0.457,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.236,0.451,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.207,0.447,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.244,0.469,2,1
2024-11-28 10:42:02,SLEEPING !!!,0.232,0.463,2,1
