Timestamp,Status,Eye_Aspect_Ratio,Mouth_Aspect_Ratio,Blink_Count,Yawn_Count
2025-02-05 22:47:21,Active,0.253,0.277,0,0
2025-02-05 22:47:21,Active,0.261,0.263,0,0
2025-02-05 22:47:22,Active,0.278,0.269,0,0
2025-02-05 22:47:22,Active,0.280,0.269,0,0
2025-02-05 22:47:22,Active,0.283,0.263,0,0
2025-02-05 22:47:22,Active,0.291,0.326,0,0
2025-02-05 22:47:22,Active,0.273,0.275,0,0
2025-02-05 22:47:22,Active,0.303,0.253,0,0
2025-02-05 22:47:22,Active,0.264,0.259,0,0
2025-02-05 22:47:22,Active,0.267,0.271,0,0
2025-02-05 22:47:22,Active,0.261,0.314,0,0
2025-02-05 22:47:22,Active,0.267,0.285,0,0
2025-02-05 22:47:23,Active,0.284,0.305,0,0
2025-02-05 22:47:23,Active,0.256,0.274,0,0
2025-02-05 22:47:23,Active,0.285,0.273,0,0
2025-02-05 22:47:23,Active,0.292,0.263,0,0
2025-02-05 22:47:23,Active,0.288,0.248,0,0
2025-02-05 22:47:23,Active,0.283,0.256,0,0
2025-02-05 22:47:23,Active,0.304,0.266,0,0
2025-02-05 22:47:23,Active,0.299,0.269,0,0
2025-02-05 22:47:23,Active,0.305,0.269,0,0
2025-02-05 22:47:23,Active,0.292,0.260,0,0
2025-02-05 22:47:24,Active,0.278,0.264,0,0
2025-02-05 22:47:24,Active,0.288,0.268,0,0
2025-02-05 22:47:24,Active,0.286,0.261,0,0
2025-02-05 22:47:24,Active,0.306,0.279,0,0
2025-02-05 22:47:24,Active,0.299,0.268,0,0
2025-02-05 22:47:24,Active,0.292,0.263,0,0
2025-02-05 22:47:24,Active,0.305,0.274,0,0
2025-02-05 22:47:24,Active,0.277,0.274,0,0
2025-02-05 22:47:24,Active,0.288,0.266,0,0
2025-02-05 22:47:24,Active,0.297,0.261,0,0
2025-02-05 22:47:25,Active,0.299,0.272,0,0
2025-02-05 22:47:25,Active,0.304,0.272,0,0
2025-02-05 22:47:25,Active,0.274,0.382,0,0
2025-02-05 22:47:25,Active,0.255,0.643,0,0
2025-02-05 22:47:25,Active,0.272,0.762,0,0
2025-02-05 22:47:25,Active,0.258,0.853,0,0
2025-02-05 22:47:25,Active,0.272,0.880,0,0
2025-02-05 22:47:25,Active,0.266,0.882,0,0
2025-02-05 22:47:25,Severe Yawn !!!,0.267,0.864,0,1
2025-02-05 22:47:25,Severe Yawn !!!,0.269,0.902,0,1
2025-02-05 22:47:26,Severe Yawn !!!,0.277,0.888,0,1
2025-02-05 22:47:26,Severe Yawn !!!,0.266,0.879,0,1
2025-02-05 22:47:26,Severe Yawn !!!,0.264,0.905,0,1
2025-02-05 22:47:26,Severe Yawn !!!,0.274,0.867,0,1
2025-02-05 22:47:26,Moderate Yawn !,0.264,0.732,0,1
2025-02-05 22:47:26,Mild Yawn,0.272,0.499,0,1
2025-02-05 22:47:26,Mild Yawn,0.242,0.477,0,1
2025-02-05 22:47:26,Mild Yawn,0.261,0.457,0,1
2025-02-05 22:47:26,Mild Yawn,0.279,0.363,0,1
2025-02-05 22:47:26,Mild Yawn,0.269,0.281,0,1
2025-02-05 22:47:27,Mild Yawn,0.157,0.268,0,1
2025-02-05 22:47:27,Mild Yawn,0.129,0.263,0,1
2025-02-05 22:47:27,SLEEPING !!!,0.178,0.273,0,1
2025-02-05 22:47:27,SLEEPING !!!,0.236,0.258,0,1
2025-02-05 22:47:27,SLEEPING !!!,0.234,0.268,0,1
2025-02-05 22:47:27,Mild Yawn,0.253,0.335,1,1
2025-02-05 22:47:27,Moderate Yawn !,0.244,0.608,1,1
2025-02-05 22:47:27,Severe Yawn !!!,0.239,0.845,1,1
2025-02-05 22:47:27,SLEEPING !!!,0.248,0.909,1,1
2025-02-05 22:47:28,Severe Yawn !!!,0.253,0.970,2,1
2025-02-05 22:47:28,Severe Yawn !!!,0.261,0.981,2,1
2025-02-05 22:47:28,Severe Yawn !!!,0.256,0.969,2,1
2025-02-05 22:47:28,Severe Yawn !!!,0.261,0.922,2,1
2025-02-05 22:47:28,Severe Yawn !!!,0.266,0.921,2,1
2025-02-05 22:47:28,Severe Yawn !!!,0.258,0.916,2,1
2025-02-05 22:47:28,Severe Yawn !!!,0.247,0.917,2,1
2025-02-05 22:47:28,Severe Yawn !!!,0.247,0.855,2,1
2025-02-05 22:47:28,SLEEPING !!!,0.246,0.847,2,1
2025-02-05 22:47:28,SLEEPING !!!,0.144,0.881,2,1
2025-02-05 22:47:29,SLEEPING !!!,0.173,0.862,2,1
2025-02-05 22:47:29,SLEEPING !!!,0.217,0.873,2,1
2025-02-05 22:47:29,SLEEPING !!!,0.221,0.893,2,1
2025-02-05 22:47:29,SLEEPING !!!,0.231,0.892,2,1
2025-02-05 22:47:29,SLEEPING !!!,0.236,0.883,2,1
2025-02-05 22:47:29,Severe Yawn !!!,0.279,0.862,3,1
2025-02-05 22:47:29,Severe Yawn !!!,0.294,0.890,3,1
2025-02-05 22:47:29,Severe Yawn !!!,0.275,0.888,3,1
2025-02-05 22:47:29,Severe Yawn !!!,0.291,0.867,3,1
2025-02-05 22:47:29,Severe Yawn !!!,0.282,0.877,3,1
2025-02-05 22:47:30,Severe Yawn !!!,0.296,0.880,3,1
2025-02-05 22:47:30,Severe Yawn !!!,0.282,0.877,3,1
2025-02-05 22:47:30,Severe Yawn !!!,0.286,0.910,3,1
2025-02-05 22:47:30,Severe Yawn !!!,0.286,0.912,3,1
2025-02-05 22:47:30,Severe Yawn !!!,0.279,0.921,3,1
2025-02-05 22:47:30,Severe Yawn !!!,0.269,0.916,3,1
2025-02-05 22:47:30,Severe Yawn !!!,0.253,0.904,3,1
2025-02-05 22:47:30,Severe Yawn !!!,0.259,0.889,3,1
2025-02-05 22:47:30,Severe Yawn !!!,0.270,0.903,3,1
2025-02-05 22:47:30,Severe Yawn !!!,0.251,0.879,3,1
2025-02-05 22:47:31,Severe Yawn !!!,0.262,0.868,3,1
2025-02-05 22:47:31,Moderate Yawn !,0.261,0.731,3,1
2025-02-05 22:47:31,Mild Yawn,0.264,0.553,3,1
2025-02-05 22:47:31,Mild Yawn,0.264,0.469,3,1
2025-02-05 22:47:31,Mild Yawn,0.269,0.471,3,1
2025-02-05 22:47:31,Mild Yawn,0.280,0.485,3,1
2025-02-05 22:47:31,Mild Yawn,0.287,0.482,3,1
2025-02-05 22:47:31,Mild Yawn,0.308,0.483,3,1
2025-02-05 22:47:31,Mild Yawn,0.316,0.457,3,1
2025-02-05 22:47:31,Mild Yawn,0.310,0.468,3,1
2025-02-05 22:47:32,Mild Yawn,0.302,0.440,3,1
2025-02-05 22:47:32,Mild Yawn,0.306,0.448,3,1
2025-02-05 22:47:32,Mild Yawn,0.318,0.470,3,1
2025-02-05 22:47:32,Mild Yawn,0.334,0.454,3,1
2025-02-05 22:47:32,Mild Yawn,0.322,0.470,3,1
2025-02-05 22:47:32,Mild Yawn,0.324,0.453,3,1
2025-02-05 22:47:32,Mild Yawn,0.320,0.510,3,1
2025-02-05 22:47:32,Mild Yawn,0.337,0.452,3,1
2025-02-05 22:47:32,Mild Yawn,0.332,0.465,3,1
2025-02-05 22:47:32,Mild Yawn,0.341,0.449,3,1
2025-02-05 22:47:33,Mild Yawn,0.325,0.469,3,1
2025-02-05 22:47:33,Mild Yawn,0.342,0.458,3,1
2025-02-05 22:47:33,Mild Yawn,0.322,0.473,3,1
2025-02-05 22:47:33,Mild Yawn,0.322,0.477,3,1
2025-02-05 22:47:33,Mild Yawn,0.325,0.468,3,1
2025-02-05 22:47:33,Mild Yawn,0.313,0.426,3,1
2025-02-05 22:47:33,Mild Yawn,0.319,0.433,3,1
2025-02-05 22:47:33,Mild Yawn,0.311,0.438,3,1
2025-02-05 22:47:33,Mild Yawn,0.317,0.419,3,1
